Category,Hour,Count
Cupcake Shop,9,15
Cupcake Shop,10,14
Cupcake Shop,11,12
Cupcake Shop,12,15
Cupcake Shop,13,24
Cupcake Shop,14,25
Cupcake Shop,15,23
Cupcake Shop,16,26
Cupcake Shop,17,20
Cupcake Shop,18,16
Cupcake Shop,19,26
Cupcake Shop,20,21
Cupcake Shop,21,7
Cupcake Shop,22,5
Cupcake Shop,23,2
Planetarium,0,0
Planetarium,1,0
Planetarium,2,0
Planetarium,3,0
Planetarium,4,0
Planetarium,5,0
Planetarium,6,0
Planetarium,7,0
Planetarium,8,1
Planetarium,9,0
Planetarium,10,0
Planetarium,11,0
Planetarium,12,2
Planetarium,13,0
Planetarium,14,2
Planetarium,15,2
Planetarium,16,0
Planetarium,17,1
Planetarium,18,2
Planetarium,19,0
Planetarium,20,0
Planetarium,21,1
Planetarium,22,0
Planetarium,23,0
Outdoors & Recreation,0,5
Outdoors & Recreation,1,2
Outdoors & Recreation,2,3
Outdoors & Recreation,3,4
Outdoors & Recreation,4,5
Outdoors & Recreation,5,2
Outdoors & Recreation,6,1
Outdoors & Recreation,7,6
Outdoors & Recreation,8,8
Outdoors & Recreation,9,5
Outdoors & Recreation,10,4
Outdoors & Recreation,11,11
Outdoors & Recreation,12,6
Outdoors & Recreation,13,7
Outdoors & Recreation,14,11
Outdoors & Recreation,15,16
Outdoors & Recreation,16,17
Outdoors & Recreation,17,20
Outdoors & Recreation,18,17
Outdoors & Recreation,19,13
Outdoors & Recreation,20,5
Outdoors & Recreation,21,15
Outdoors & Recreation,22,6
Outdoors & Recreation,23,5
Afghan Restaurant,0,0
Afghan Restaurant,1,0
Afghan Restaurant,2,0
Afghan Restaurant,3,0
Afghan Restaurant,4,0
Afghan Restaurant,5,0
Afghan Restaurant,6,0
Afghan Restaurant,7,0
Afghan Restaurant,8,0
Afghan Restaurant,9,0
Afghan Restaurant,10,0
Afghan Restaurant,11,0
Afghan Restaurant,12,0
Afghan Restaurant,13,1
Afghan Restaurant,14,0
Afghan Restaurant,15,0
Afghan Restaurant,16,0
Afghan Restaurant,17,0
Afghan Restaurant,18,0
Afghan Restaurant,19,2
Afghan Restaurant,20,1
Afghan Restaurant,21,0
Afghan Restaurant,22,0
Afghan Restaurant,23,0
Mediterranean Restaurant,0,4
Mediterranean Restaurant,1,0
Mediterranean Restaurant,2,0
Mediterranean Restaurant,3,0
Mediterranean Restaurant,4,0
Mediterranean Restaurant,5,0
Mediterranean Restaurant,6,0
Mediterranean Restaurant,7,2
Mediterranean Restaurant,8,1
Mediterranean Restaurant,9,1
Mediterranean Restaurant,10,1
Mediterranean Restaurant,11,5
Mediterranean Restaurant,12,14
Mediterranean Restaurant,13,18
Mediterranean Restaurant,14,15
Mediterranean Restaurant,15,10
Mediterranean Restaurant,16,8
Mediterranean Restaurant,17,7
Mediterranean Restaurant,18,9
Mediterranean Restaurant,19,27
Mediterranean Restaurant,20,24
Mediterranean Restaurant,21,21
Mediterranean Restaurant,22,12
Mediterranean Restaurant,23,1
Campground,0,24
Campground,1,14
Campground,2,9
Campground,3,6
Campground,4,7
Campground,5,2
Campground,6,0
Campground,7,10
Campground,8,13
Campground,9,7
Campground,10,9
Campground,11,12
Campground,12,10
Campground,13,2
Campground,14,4
Campground,15,5
Campground,16,11
Campground,17,9
Campground,18,8
Campground,19,3
Campground,20,8
Campground,21,8
Campground,22,0
Campground,23,5
Turkish Restaurant,0,0
Turkish Restaurant,1,0
Turkish Restaurant,2,0
Turkish Restaurant,3,0
Turkish Restaurant,4,0
Turkish Restaurant,5,1
Turkish Restaurant,6,0
Turkish Restaurant,7,2
Turkish Restaurant,8,0
Turkish Restaurant,9,0
Turkish Restaurant,10,0
Turkish Restaurant,11,0
Turkish Restaurant,12,0
Turkish Restaurant,13,0
Turkish Restaurant,14,0
Turkish Restaurant,15,1
Turkish Restaurant,16,1
Turkish Restaurant,17,1
Turkish Restaurant,18,4
Turkish Restaurant,19,2
Turkish Restaurant,20,1
Turkish Restaurant,21,4
Turkish Restaurant,22,3
Turkish Restaurant,23,0
Garden Center,0,1
Garden Center,1,0
Garden Center,2,0
Garden Center,3,1
Garden Center,4,0
Garden Center,5,0
Garden Center,6,0
Garden Center,7,1
Garden Center,8,1
Garden Center,9,3
Garden Center,10,2
Garden Center,11,2
Garden Center,12,0
Garden Center,13,2
Garden Center,14,1
Garden Center,15,2
Garden Center,16,1
Garden Center,17,2
Garden Center,18,2
Garden Center,19,0
Garden Center,20,1
Garden Center,21,2
Garden Center,22,1
Garden Center,23,0
Board Shop,0,0
Board Shop,1,0
Board Shop,2,0
Board Shop,3,0
Board Shop,4,0
Board Shop,5,0
Board Shop,6,0
Board Shop,7,0
Board Shop,8,0
Board Shop,9,0
Board Shop,10,1
Board Shop,11,1
Board Shop,12,0
Board Shop,13,3
Board Shop,14,0
Board Shop,15,3
Board Shop,16,2
Board Shop,17,3
Board Shop,18,2
Board Shop,19,1
Board Shop,20,0
Board Shop,21,0
Board Shop,22,0
Board Shop,23,0
Seafood Restaurant,0,9
Seafood Restaurant,1,4
Seafood Restaurant,2,2
Seafood Restaurant,3,4
Seafood Restaurant,4,1
Seafood Restaurant,5,1
Seafood Restaurant,6,0
Seafood Restaurant,7,0
Seafood Restaurant,8,0
Seafood Restaurant,9,7
Seafood Restaurant,10,27
Seafood Restaurant,11,26
Seafood Restaurant,12,48
Seafood Restaurant,13,45
Seafood Restaurant,14,39
Seafood Restaurant,15,40
Seafood Restaurant,16,34
Seafood Restaurant,17,59
Seafood Restaurant,18,70
Seafood Restaurant,19,87
Seafood Restaurant,20,70
Seafood Restaurant,21,45
Seafood Restaurant,22,32
Seafood Restaurant,23,18
Synagogue,0,4
Synagogue,1,2
Synagogue,2,0
Synagogue,3,0
Synagogue,4,0
Synagogue,5,2
Synagogue,6,2
Synagogue,7,3
Synagogue,8,12
Synagogue,9,16
Synagogue,10,19
Synagogue,11,6
Synagogue,12,6
Synagogue,13,3
Synagogue,14,9
Synagogue,15,3
Synagogue,16,3
Synagogue,17,19
Synagogue,18,12
Synagogue,19,17
Synagogue,20,8
Synagogue,21,23
Synagogue,22,11
Synagogue,23,8
Ski Area,0,0
Ski Area,1,0
Ski Area,2,2
Ski Area,3,0
Ski Area,4,4
Ski Area,5,6
Ski Area,6,4
Ski Area,7,0
Ski Area,8,3
Ski Area,9,3
Ski Area,10,0
Ski Area,11,0
Ski Area,12,3
Ski Area,13,0
Ski Area,14,0
Ski Area,15,0
Ski Area,16,0
Ski Area,17,0
Ski Area,18,0
Ski Area,19,4
Ski Area,20,2
Ski Area,21,0
Ski Area,22,1
Ski Area,23,0
Arcade,0,27
Arcade,1,30
Arcade,2,22
Arcade,3,8
Arcade,4,5
Arcade,5,3
Arcade,6,0
Arcade,7,5
Arcade,8,13
Arcade,9,22
Arcade,10,28
Arcade,11,24
Arcade,12,16
Arcade,13,9
Arcade,14,10
Arcade,15,8
Arcade,16,3
Arcade,17,9
Arcade,18,16
Arcade,19,22
Arcade,20,28
Arcade,21,23
Arcade,22,20
Arcade,23,26
Museum,0,2
Museum,1,0
Museum,2,3
Museum,3,1
Museum,4,2
Museum,5,0
Museum,6,4
Museum,7,9
Museum,8,7
Museum,9,8
Museum,10,16
Museum,11,3
Museum,12,11
Museum,13,14
Museum,14,17
Museum,15,12
Museum,16,10
Museum,17,15
Museum,18,12
Museum,19,8
Museum,20,10
Museum,21,4
Museum,22,7
Museum,23,0
Mosque,0,0
Mosque,1,2
Mosque,2,0
Mosque,3,1
Mosque,4,1
Mosque,5,2
Mosque,6,2
Mosque,7,0
Mosque,8,0
Mosque,9,2
Mosque,10,0
Mosque,11,4
Mosque,12,2
Mosque,13,13
Mosque,14,3
Mosque,15,0
Mosque,16,0
Mosque,17,0
Mosque,18,0
Mosque,19,2
Mosque,20,0
Mosque,21,2
Mosque,22,0
Mosque,23,0
Convention Center,0,5
Convention Center,1,1
Convention Center,2,4
Convention Center,3,2
Convention Center,4,3
Convention Center,5,1
Convention Center,6,11
Convention Center,7,20
Convention Center,8,33
Convention Center,9,39
Convention Center,10,32
Convention Center,11,20
Convention Center,12,18
Convention Center,13,48
Convention Center,14,20
Convention Center,15,23
Convention Center,16,13
Convention Center,17,22
Convention Center,18,17
Convention Center,19,22
Convention Center,20,16
Convention Center,21,7
Convention Center,22,9
Convention Center,23,1
Zoo,0,1
Zoo,1,0
Zoo,2,0
Zoo,3,1
Zoo,4,1
Zoo,5,1
Zoo,6,3
Zoo,7,6
Zoo,8,3
Zoo,9,3
Zoo,10,9
Zoo,11,16
Zoo,12,9
Zoo,13,7
Zoo,14,11
Zoo,15,5
Zoo,16,3
Zoo,17,3
Zoo,18,4
Zoo,19,6
Zoo,20,3
Zoo,21,3
Zoo,22,4
Zoo,23,2
Tattoo Parlor,0,3
Tattoo Parlor,1,1
Tattoo Parlor,2,1
Tattoo Parlor,3,1
Tattoo Parlor,4,0
Tattoo Parlor,5,1
Tattoo Parlor,6,1
Tattoo Parlor,7,0
Tattoo Parlor,8,10
Tattoo Parlor,9,7
Tattoo Parlor,10,2
Tattoo Parlor,11,2
Tattoo Parlor,12,7
Tattoo Parlor,13,12
Tattoo Parlor,14,15
Tattoo Parlor,15,13
Tattoo Parlor,16,12
Tattoo Parlor,17,10
Tattoo Parlor,18,11
Tattoo Parlor,19,9
Tattoo Parlor,20,3
Tattoo Parlor,21,2
Tattoo Parlor,22,5
Tattoo Parlor,23,4
Camera Store,0,0
Camera Store,1,0
Camera Store,2,0
Camera Store,3,0
Camera Store,4,0
Camera Store,5,0
Camera Store,6,0
Camera Store,7,0
Camera Store,8,1
Camera Store,9,5
Camera Store,10,1
Camera Store,11,2
Camera Store,12,1
Camera Store,13,2
Camera Store,14,4
Camera Store,15,5
Camera Store,16,6
Camera Store,17,5
Camera Store,18,0
Camera Store,19,0
Camera Store,20,1
Camera Store,21,1
Camera Store,22,0
Camera Store,23,0
General Entertainment,0,47
General Entertainment,1,29
General Entertainment,2,26
General Entertainment,3,16
General Entertainment,4,17
General Entertainment,5,12
General Entertainment,6,45
General Entertainment,7,39
General Entertainment,8,51
General Entertainment,9,68
General Entertainment,10,48
General Entertainment,11,55
General Entertainment,12,67
General Entertainment,13,108
General Entertainment,14,88
General Entertainment,15,58
General Entertainment,16,62
General Entertainment,17,74
General Entertainment,18,82
General Entertainment,19,103
General Entertainment,20,86
General Entertainment,21,62
General Entertainment,22,56
General Entertainment,23,35
Tapas Restaurant,0,10
Tapas Restaurant,1,3
Tapas Restaurant,2,1
Tapas Restaurant,3,0
Tapas Restaurant,4,0
Tapas Restaurant,5,0
Tapas Restaurant,6,0
Tapas Restaurant,7,0
Tapas Restaurant,8,0
Tapas Restaurant,9,0
Tapas Restaurant,10,0
Tapas Restaurant,11,1
Tapas Restaurant,12,1
Tapas Restaurant,13,11
Tapas Restaurant,14,12
Tapas Restaurant,15,3
Tapas Restaurant,16,4
Tapas Restaurant,17,9
Tapas Restaurant,18,27
Tapas Restaurant,19,33
Tapas Restaurant,20,28
Tapas Restaurant,21,24
Tapas Restaurant,22,14
Tapas Restaurant,23,5
Moving Target,0,13
Moving Target,1,11
Moving Target,2,7
Moving Target,3,3
Moving Target,4,1
Moving Target,5,5
Moving Target,6,16
Moving Target,7,18
Moving Target,8,15
Moving Target,9,27
Moving Target,10,20
Moving Target,11,34
Moving Target,12,40
Moving Target,13,34
Moving Target,14,36
Moving Target,15,33
Moving Target,16,37
Moving Target,17,26
Moving Target,18,32
Moving Target,19,32
Moving Target,20,29
Moving Target,21,20
Moving Target,22,20
Moving Target,23,15
Cosmetics Shop,0,3
Cosmetics Shop,1,3
Cosmetics Shop,2,1
Cosmetics Shop,3,1
Cosmetics Shop,4,0
Cosmetics Shop,5,0
Cosmetics Shop,6,1
Cosmetics Shop,7,0
Cosmetics Shop,8,9
Cosmetics Shop,9,18
Cosmetics Shop,10,24
Cosmetics Shop,11,31
Cosmetics Shop,12,42
Cosmetics Shop,13,55
Cosmetics Shop,14,59
Cosmetics Shop,15,58
Cosmetics Shop,16,56
Cosmetics Shop,17,50
Cosmetics Shop,18,65
Cosmetics Shop,19,34
Cosmetics Shop,20,17
Cosmetics Shop,21,6
Cosmetics Shop,22,1
Cosmetics Shop,23,3
Diner,0,48
Diner,1,29
Diner,2,52
Diner,3,44
Diner,4,44
Diner,5,30
Diner,6,26
Diner,7,47
Diner,8,60
Diner,9,64
Diner,10,98
Diner,11,83
Diner,12,116
Diner,13,88
Diner,14,75
Diner,15,38
Diner,16,33
Diner,17,41
Diner,18,53
Diner,19,80
Diner,20,60
Diner,21,68
Diner,22,44
Diner,23,55
Movie Theater,0,65
Movie Theater,1,36
Movie Theater,2,34
Movie Theater,3,24
Movie Theater,4,6
Movie Theater,5,6
Movie Theater,6,6
Movie Theater,7,4
Movie Theater,8,8
Movie Theater,9,39
Movie Theater,10,66
Movie Theater,11,63
Movie Theater,12,77
Movie Theater,13,78
Movie Theater,14,109
Movie Theater,15,137
Movie Theater,16,137
Movie Theater,17,134
Movie Theater,18,219
Movie Theater,19,275
Movie Theater,20,188
Movie Theater,21,217
Movie Theater,22,153
Movie Theater,23,77
Car Wash,0,0
Car Wash,1,0
Car Wash,2,0
Car Wash,3,0
Car Wash,4,0
Car Wash,5,0
Car Wash,6,0
Car Wash,7,2
Car Wash,8,0
Car Wash,9,3
Car Wash,10,2
Car Wash,11,2
Car Wash,12,7
Car Wash,13,0
Car Wash,14,3
Car Wash,15,6
Car Wash,16,2
Car Wash,17,2
Car Wash,18,2
Car Wash,19,1
Car Wash,20,0
Car Wash,21,0
Car Wash,22,0
Car Wash,23,0
Gym / Fitness Center,0,21
Gym / Fitness Center,1,20
Gym / Fitness Center,2,14
Gym / Fitness Center,3,23
Gym / Fitness Center,4,56
Gym / Fitness Center,5,332
Gym / Fitness Center,6,719
Gym / Fitness Center,7,638
Gym / Fitness Center,8,640
Gym / Fitness Center,9,608
Gym / Fitness Center,10,470
Gym / Fitness Center,11,454
Gym / Fitness Center,12,541
Gym / Fitness Center,13,461
Gym / Fitness Center,14,326
Gym / Fitness Center,15,363
Gym / Fitness Center,16,349
Gym / Fitness Center,17,667
Gym / Fitness Center,18,891
Gym / Fitness Center,19,740
Gym / Fitness Center,20,451
Gym / Fitness Center,21,230
Gym / Fitness Center,22,110
Gym / Fitness Center,23,47
College & University,0,1
College & University,1,0
College & University,2,0
College & University,3,0
College & University,4,0
College & University,5,1
College & University,6,0
College & University,7,7
College & University,8,7
College & University,9,5
College & University,10,4
College & University,11,6
College & University,12,4
College & University,13,6
College & University,14,1
College & University,15,2
College & University,16,5
College & University,17,4
College & University,18,1
College & University,19,1
College & University,20,1
College & University,21,0
College & University,22,0
College & University,23,0
Science Museum,0,2
Science Museum,1,1
Science Museum,2,0
Science Museum,3,1
Science Museum,4,0
Science Museum,5,1
Science Museum,6,2
Science Museum,7,1
Science Museum,8,0
Science Museum,9,2
Science Museum,10,10
Science Museum,11,5
Science Museum,12,12
Science Museum,13,7
Science Museum,14,14
Science Museum,15,7
Science Museum,16,3
Science Museum,17,4
Science Museum,18,4
Science Museum,19,0
Science Museum,20,0
Science Museum,21,4
Science Museum,22,1
Science Museum,23,0
Recycling Facility,0,0
Recycling Facility,1,0
Recycling Facility,2,0
Recycling Facility,3,0
Recycling Facility,4,0
Recycling Facility,5,0
Recycling Facility,6,0
Recycling Facility,7,0
Recycling Facility,8,5
Recycling Facility,9,28
Recycling Facility,10,5
Recycling Facility,11,4
Recycling Facility,12,4
Recycling Facility,13,1
Recycling Facility,14,4
Recycling Facility,15,3
Recycling Facility,16,1
Recycling Facility,17,1
Recycling Facility,18,0
Recycling Facility,19,0
Recycling Facility,20,0
Recycling Facility,21,0
Recycling Facility,22,0
Recycling Facility,23,0
Park,0,57
Park,1,31
Park,2,28
Park,3,55
Park,4,29
Park,5,82
Park,6,130
Park,7,272
Park,8,295
Park,9,180
Park,10,184
Park,11,169
Park,12,241
Park,13,363
Park,14,328
Park,15,351
Park,16,347
Park,17,370
Park,18,362
Park,19,312
Park,20,234
Park,21,157
Park,22,119
Park,23,108
Hardware Store,0,1
Hardware Store,1,5
Hardware Store,2,6
Hardware Store,3,0
Hardware Store,4,0
Hardware Store,5,16
Hardware Store,6,7
Hardware Store,7,7
Hardware Store,8,10
Hardware Store,9,15
Hardware Store,10,28
Hardware Store,11,38
Hardware Store,12,26
Hardware Store,13,40
Hardware Store,14,53
Hardware Store,15,50
Hardware Store,16,31
Hardware Store,17,27
Hardware Store,18,33
Hardware Store,19,30
Hardware Store,20,13
Hardware Store,21,7
Hardware Store,22,9
Hardware Store,23,3
Scenic Lookout,0,17
Scenic Lookout,1,8
Scenic Lookout,2,5
Scenic Lookout,3,5
Scenic Lookout,4,2
Scenic Lookout,5,5
Scenic Lookout,6,8
Scenic Lookout,7,13
Scenic Lookout,8,19
Scenic Lookout,9,16
Scenic Lookout,10,32
Scenic Lookout,11,20
Scenic Lookout,12,18
Scenic Lookout,13,23
Scenic Lookout,14,32
Scenic Lookout,15,48
Scenic Lookout,16,22
Scenic Lookout,17,36
Scenic Lookout,18,36
Scenic Lookout,19,33
Scenic Lookout,20,31
Scenic Lookout,21,18
Scenic Lookout,22,18
Scenic Lookout,23,18
Convenience Store,0,24
Convenience Store,1,16
Convenience Store,2,12
Convenience Store,3,8
Convenience Store,4,1
Convenience Store,5,29
Convenience Store,6,16
Convenience Store,7,25
Convenience Store,8,35
Convenience Store,9,16
Convenience Store,10,31
Convenience Store,11,22
Convenience Store,12,56
Convenience Store,13,62
Convenience Store,14,50
Convenience Store,15,35
Convenience Store,16,38
Convenience Store,17,41
Convenience Store,18,32
Convenience Store,19,38
Convenience Store,20,23
Convenience Store,21,16
Convenience Store,22,13
Convenience Store,23,13
Public Art,0,0
Public Art,1,1
Public Art,2,0
Public Art,3,0
Public Art,4,0
Public Art,5,2
Public Art,6,0
Public Art,7,0
Public Art,8,1
Public Art,9,0
Public Art,10,0
Public Art,11,1
Public Art,12,2
Public Art,13,7
Public Art,14,2
Public Art,15,2
Public Art,16,2
Public Art,17,3
Public Art,18,0
Public Art,19,1
Public Art,20,0
Public Art,21,0
Public Art,22,0
Public Art,23,1
Train Station,0,128
Train Station,1,44
Train Station,2,24
Train Station,3,27
Train Station,4,20
Train Station,5,62
Train Station,6,237
Train Station,7,452
Train Station,8,811
Train Station,9,495
Train Station,10,247
Train Station,11,217
Train Station,12,190
Train Station,13,260
Train Station,14,256
Train Station,15,274
Train Station,16,265
Train Station,17,518
Train Station,18,629
Train Station,19,399
Train Station,20,296
Train Station,21,211
Train Station,22,175
Train Station,23,171
Spa / Massage,0,6
Spa / Massage,1,1
Spa / Massage,2,2
Spa / Massage,3,2
Spa / Massage,4,0
Spa / Massage,5,0
Spa / Massage,6,6
Spa / Massage,7,9
Spa / Massage,8,12
Spa / Massage,9,13
Spa / Massage,10,18
Spa / Massage,11,22
Spa / Massage,12,36
Spa / Massage,13,45
Spa / Massage,14,42
Spa / Massage,15,46
Spa / Massage,16,41
Spa / Massage,17,69
Spa / Massage,18,45
Spa / Massage,19,44
Spa / Massage,20,15
Spa / Massage,21,15
Spa / Massage,22,8
Spa / Massage,23,2
Miscellaneous Shop,0,11
Miscellaneous Shop,1,3
Miscellaneous Shop,2,5
Miscellaneous Shop,3,5
Miscellaneous Shop,4,5
Miscellaneous Shop,5,7
Miscellaneous Shop,6,13
Miscellaneous Shop,7,28
Miscellaneous Shop,8,61
Miscellaneous Shop,9,74
Miscellaneous Shop,10,58
Miscellaneous Shop,11,63
Miscellaneous Shop,12,100
Miscellaneous Shop,13,76
Miscellaneous Shop,14,72
Miscellaneous Shop,15,88
Miscellaneous Shop,16,63
Miscellaneous Shop,17,99
Miscellaneous Shop,18,83
Miscellaneous Shop,19,65
Miscellaneous Shop,20,33
Miscellaneous Shop,21,29
Miscellaneous Shop,22,14
Miscellaneous Shop,23,11
Antique Shop,0,1
Antique Shop,1,0
Antique Shop,2,0
Antique Shop,3,0
Antique Shop,4,0
Antique Shop,5,0
Antique Shop,6,0
Antique Shop,7,0
Antique Shop,8,1
Antique Shop,9,5
Antique Shop,10,2
Antique Shop,11,0
Antique Shop,12,4
Antique Shop,13,0
Antique Shop,14,4
Antique Shop,15,3
Antique Shop,16,2
Antique Shop,17,2
Antique Shop,18,1
Antique Shop,19,0
Antique Shop,20,1
Antique Shop,21,0
Antique Shop,22,1
Antique Shop,23,0
Nail Salon,0,1
Nail Salon,1,0
Nail Salon,2,0
Nail Salon,3,1
Nail Salon,4,0
Nail Salon,5,0
Nail Salon,6,1
Nail Salon,7,2
Nail Salon,8,0
Nail Salon,9,1
Nail Salon,10,3
Nail Salon,11,1
Nail Salon,12,3
Nail Salon,13,7
Nail Salon,14,11
Nail Salon,15,13
Nail Salon,16,16
Nail Salon,17,8
Nail Salon,18,10
Nail Salon,19,4
Nail Salon,20,2
Nail Salon,21,2
Nail Salon,22,1
Nail Salon,23,1
Art Museum,0,2
Art Museum,1,1
Art Museum,2,4
Art Museum,3,3
Art Museum,4,4
Art Museum,5,4
Art Museum,6,8
Art Museum,7,6
Art Museum,8,3
Art Museum,9,12
Art Museum,10,14
Art Museum,11,21
Art Museum,12,17
Art Museum,13,17
Art Museum,14,24
Art Museum,15,43
Art Museum,16,38
Art Museum,17,26
Art Museum,18,22
Art Museum,19,26
Art Museum,20,24
Art Museum,21,4
Art Museum,22,1
Art Museum,23,2
Candy Store,0,0
Candy Store,1,2
Candy Store,2,1
Candy Store,3,1
Candy Store,4,9
Candy Store,5,5
Candy Store,6,3
Candy Store,7,2
Candy Store,8,8
Candy Store,9,5
Candy Store,10,10
Candy Store,11,6
Candy Store,12,6
Candy Store,13,11
Candy Store,14,14
Candy Store,15,18
Candy Store,16,18
Candy Store,17,20
Candy Store,18,26
Candy Store,19,16
Candy Store,20,9
Candy Store,21,6
Candy Store,22,4
Candy Store,23,1
Greek Restaurant,0,2
Greek Restaurant,1,2
Greek Restaurant,2,1
Greek Restaurant,3,0
Greek Restaurant,4,1
Greek Restaurant,5,2
Greek Restaurant,6,0
Greek Restaurant,7,1
Greek Restaurant,8,2
Greek Restaurant,9,1
Greek Restaurant,10,0
Greek Restaurant,11,3
Greek Restaurant,12,8
Greek Restaurant,13,12
Greek Restaurant,14,5
Greek Restaurant,15,8
Greek Restaurant,16,7
Greek Restaurant,17,3
Greek Restaurant,18,14
Greek Restaurant,19,10
Greek Restaurant,20,32
Greek Restaurant,21,8
Greek Restaurant,22,11
Greek Restaurant,23,8
School,0,13
School,1,9
School,2,7
School,3,4
School,4,2
School,5,3
School,6,13
School,7,153
School,8,237
School,9,189
School,10,59
School,11,41
School,12,42
School,13,38
School,14,54
School,15,74
School,16,41
School,17,36
School,18,30
School,19,30
School,20,20
School,21,14
School,22,22
School,23,12
Theater,0,9
Theater,1,5
Theater,2,7
Theater,3,5
Theater,4,3
Theater,5,0
Theater,6,8
Theater,7,9
Theater,8,12
Theater,9,38
Theater,10,44
Theater,11,29
Theater,12,42
Theater,13,75
Theater,14,59
Theater,15,38
Theater,16,37
Theater,17,60
Theater,18,146
Theater,19,261
Theater,20,104
Theater,21,47
Theater,22,30
Theater,23,14
Caribbean Restaurant,0,10
Caribbean Restaurant,1,7
Caribbean Restaurant,2,2
Caribbean Restaurant,3,1
Caribbean Restaurant,4,2
Caribbean Restaurant,5,11
Caribbean Restaurant,6,22
Caribbean Restaurant,7,15
Caribbean Restaurant,8,13
Caribbean Restaurant,9,12
Caribbean Restaurant,10,18
Caribbean Restaurant,11,19
Caribbean Restaurant,12,18
Caribbean Restaurant,13,26
Caribbean Restaurant,14,27
Caribbean Restaurant,15,12
Caribbean Restaurant,16,19
Caribbean Restaurant,17,38
Caribbean Restaurant,18,36
Caribbean Restaurant,19,36
Caribbean Restaurant,20,34
Caribbean Restaurant,21,13
Caribbean Restaurant,22,16
Caribbean Restaurant,23,14
General College & University,0,3
General College & University,1,1
General College & University,2,0
General College & University,3,0
General College & University,4,4
General College & University,5,1
General College & University,6,1
General College & University,7,38
General College & University,8,48
General College & University,9,37
General College & University,10,24
General College & University,11,19
General College & University,12,32
General College & University,13,38
General College & University,14,24
General College & University,15,27
General College & University,16,33
General College & University,17,40
General College & University,18,43
General College & University,19,27
General College & University,20,9
General College & University,21,3
General College & University,22,1
General College & University,23,2
Clothing Store,0,15
Clothing Store,1,12
Clothing Store,2,11
Clothing Store,3,9
Clothing Store,4,5
Clothing Store,5,14
Clothing Store,6,19
Clothing Store,7,54
Clothing Store,8,47
Clothing Store,9,74
Clothing Store,10,133
Clothing Store,11,150
Clothing Store,12,181
Clothing Store,13,296
Clothing Store,14,232
Clothing Store,15,276
Clothing Store,16,300
Clothing Store,17,301
Clothing Store,18,312
Clothing Store,19,266
Clothing Store,20,154
Clothing Store,21,77
Clothing Store,22,19
Clothing Store,23,19
University,0,5
University,1,9
University,2,5
University,3,5
University,4,6
University,5,5
University,6,7
University,7,29
University,8,109
University,9,128
University,10,106
University,11,86
University,12,88
University,13,76
University,14,61
University,15,51
University,16,36
University,17,89
University,18,72
University,19,48
University,20,18
University,21,13
University,22,15
University,23,4
Plaza,0,45
Plaza,1,25
Plaza,2,24
Plaza,3,19
Plaza,4,9
Plaza,5,12
Plaza,6,23
Plaza,7,33
Plaza,8,49
Plaza,9,53
Plaza,10,51
Plaza,11,60
Plaza,12,80
Plaza,13,196
Plaza,14,81
Plaza,15,82
Plaza,16,92
Plaza,17,90
Plaza,18,126
Plaza,19,107
Plaza,20,95
Plaza,21,75
Plaza,22,60
Plaza,23,28
Rest Area,0,1
Rest Area,1,0
Rest Area,2,3
Rest Area,3,0
Rest Area,4,5
Rest Area,5,12
Rest Area,6,7
Rest Area,7,12
Rest Area,8,13
Rest Area,9,6
Rest Area,10,4
Rest Area,11,3
Rest Area,12,5
Rest Area,13,6
Rest Area,14,3
Rest Area,15,10
Rest Area,16,6
Rest Area,17,5
Rest Area,18,6
Rest Area,19,8
Rest Area,20,5
Rest Area,21,5
Rest Area,22,5
Rest Area,23,1
Racetrack,0,0
Racetrack,1,2
Racetrack,2,0
Racetrack,3,0
Racetrack,4,0
Racetrack,5,0
Racetrack,6,0
Racetrack,7,5
Racetrack,8,4
Racetrack,9,1
Racetrack,10,1
Racetrack,11,5
Racetrack,12,0
Racetrack,13,0
Racetrack,14,1
Racetrack,15,2
Racetrack,16,8
Racetrack,17,10
Racetrack,18,14
Racetrack,19,6
Racetrack,20,2
Racetrack,21,8
Racetrack,22,4
Racetrack,23,3
African Restaurant,0,3
African Restaurant,1,0
African Restaurant,2,0
African Restaurant,3,0
African Restaurant,4,0
African Restaurant,5,0
African Restaurant,6,0
African Restaurant,7,1
African Restaurant,8,0
African Restaurant,9,4
African Restaurant,10,0
African Restaurant,11,1
African Restaurant,12,1
African Restaurant,13,4
African Restaurant,14,3
African Restaurant,15,2
African Restaurant,16,2
African Restaurant,17,1
African Restaurant,18,1
African Restaurant,19,8
African Restaurant,20,2
African Restaurant,21,3
African Restaurant,22,2
African Restaurant,23,2
Event Space,0,19
Event Space,1,6
Event Space,2,8
Event Space,3,12
Event Space,4,3
Event Space,5,3
Event Space,6,6
Event Space,7,7
Event Space,8,33
Event Space,9,73
Event Space,10,28
Event Space,11,32
Event Space,12,61
Event Space,13,27
Event Space,14,26
Event Space,15,21
Event Space,16,27
Event Space,17,37
Event Space,18,69
Event Space,19,62
Event Space,20,43
Event Space,21,26
Event Space,22,26
Event Space,23,22
Mall,0,7
Mall,1,4
Mall,2,4
Mall,3,5
Mall,4,3
Mall,5,3
Mall,6,6
Mall,7,11
Mall,8,20
Mall,9,36
Mall,10,44
Mall,11,75
Mall,12,86
Mall,13,105
Mall,14,87
Mall,15,95
Mall,16,107
